evt, seg, ch, val
a,n,1,-1
a,n,2,0
a,n,3,1
a,n,4,0
a,n,5,-1
a,n,6,0
a,n,7,0
a,n,8,0
a,n,9,0
a,n,10,0
a,n,11,0
a,n,12,0
a,n,13,0
a,n,14,0
a,n,15,0
a,n,16,0
a,n,17,0
a,n,18,0
a,n,19,0
a,n,20,0
a,n,21,0
a,n,22,-1
a,n,23,0
a,n,24,0
a,n,25,0
a,n,26,0
a,n,27,0
a,n,28,0
a,n,29,1
a,n,30,0
a,n,31,2
a,n,32,1
a,n,33,1
a,n,34,0
a,n,35,0
a,n,36,0
a,n,37,0
a,n,38,-1
a,n,39,0
a,n,40,0
a,n,41,1
a,n,42,0
a,n,43,-1
a,n,44,0
a,n,45,-2
a,n,46,0
a,n,47,0
a,n,48,0
a,n,49,0
a,n,50,-1
a,n,51,-1
a,n,52,-1
a,n,53,-1
a,n,54,-1
a,n,55,0
a,n,56,0
a,n,57,0
a,n,58,0
a,n,59,0
a,n,60,-1
a,n,61,-1
a,n,62,-1
a,n,63,0
a,n,64,0
a,n,65,0
a,n,66,0
a,n,67,0
a,n,68,0
a,n,69,1
a,n,70,0
a,n,71,0
a,n,72,1
a,n,73,1
a,n,74,0
a,n,75,0
a,n,76,-1
a,n,77,-1
a,n,78,-1
a,n,79,0
a,n,80,0
a,n,81,0
a,n,82,0
a,n,83,1
a,n,84,0
a,n,85,0
a,n,86,-1
a,n,87,-2
a,n,88,-2
a,n,89,-1
a,n,90,-1
a,n,91,-1
a,n,92,-1
a,n,93,-1
a,n,94,0
a,n,95,0
a,n,96,-1
a,n,97,-1
a,n,98,0
a,n,99,-2
a,n,100,-1
a,n,101,0
a,n,102,0
a,n,103,-1
a,n,104,-1
a,n,105,-1
a,n,106,0
a,n,107,0
a,n,108,0
a,n,109,2
a,n,110,0
a,n,111,-1
a,n,112,-2
a,n,113,-1
a,n,114,-2
a,n,115,-1
a,n,116,0
a,n,117,0
a,n,118,0
a,n,119,0
a,n,120,0
a,n,121,1
a,n,122,2
a,n,123,3
a,n,124,3
a,n,125,2
a,n,126,1
a,n,127,1
a,n,128,1
a,n,129,0
a,n,130,1
a,n,131,1
a,n,132,1
a,n,133,1
a,n,134,2
a,n,135,3
a,n,136,5
a,n,137,9
a,n,138,16
a,n,139,24
a,n,140,36
a,n,141,51
a,n,142,66
a,n,143,79
a,n,144,92
a,n,145,104
a,n,146,118
a,n,147,131
a,n,148,145
a,n,149,160
a,n,150,173
a,n,151,188
a,n,152,202
a,n,153,218
a,n,154,237
a,n,155,256
a,n,156,277
a,n,157,298
a,n,158,322
a,n,159,350
a,n,160,380
a,n,161,413
a,n,162,451
a,n,163,498
a,n,164,547
a,n,165,598
a,n,166,651
a,n,167,697
a,n,168,738
a,n,169,771
a,n,170,798
a,n,171,817
a,n,172,834
a,n,173,845
a,n,174,855
a,n,175,863
a,n,176,867
a,n,177,872
a,n,178,875
a,n,179,878
a,n,180,880
a,n,181,883
a,n,182,886
a,n,183,888
a,n,184,889
a,n,185,890
a,n,186,892
a,n,187,894
a,n,188,895
a,n,189,895
a,n,190,895
a,n,191,894
a,n,192,895
a,n,193,896
a,n,194,898
a,n,195,897
a,n,196,896
a,n,197,894
a,n,198,895
a,n,199,894
a,n,200,894
a,n,201,894
a,n,202,893
a,n,203,893
a,n,204,894
a,n,205,896
a,n,206,897
a,n,207,896
a,n,208,896
a,n,209,895
a,n,210,895
a,n,211,894
a,n,212,894
a,n,213,894
a,n,214,894
a,n,215,894
a,n,216,895
a,n,217,897
a,n,218,898
a,n,219,898
a,n,220,898
a,n,221,897
a,n,222,896
a,n,223,896
a,n,224,897
a,n,225,897
a,n,226,895
a,n,227,896
a,n,228,895
a,n,229,894
a,n,230,895
a,n,231,896
a,n,232,897
a,n,233,893
a,n,234,893
a,n,235,892
a,n,236,894
a,n,237,896
a,n,238,895
a,n,239,895
a,n,240,893
a,n,241,893
a,n,242,893
a,n,243,893
a,n,244,892
a,n,245,892
a,n,246,891
a,n,247,892
a,n,248,892
a,n,249,893
a,n,250,894
a,n,251,893
a,n,252,894
a,n,253,893
a,n,254,892
a,n,255,893
a,n,256,895
a,n,257,891
a,n,258,891
a,n,259,891
a,n,260,892
a,n,261,892
a,n,262,892
a,n,263,891
a,n,264,890
a,n,265,889
a,n,266,891
a,n,267,890
a,n,268,890
a,n,269,890
a,n,270,890
a,n,271,892
a,n,272,891
a,n,273,891
a,n,274,891
a,n,275,892
a,n,276,890
a,n,277,890
a,n,278,891
a,n,279,890
a,n,280,889
a,n,281,888
a,n,282,889
a,n,283,887
a,n,284,888
a,n,285,887
a,n,286,887
a,n,287,-323
a,n,288,-323
a,n,289,-66
a,n,290,-66
a,n,291,-66
a,n,292,-66
a,n,293,-66
a,n,294,-66
a,n,295,-66
a,n,296,-66
a,n,297,-66
a,n,298,-66
a,n,299,-66
a,n,300,-66
a,l,1,0
a,l,2,0
a,l,3,1
a,l,4,1
a,l,5,1
a,l,6,0
a,l,7,-1
a,l,8,0
a,l,9,0
a,l,10,0
a,l,11,-2
a,l,12,-2
a,l,13,-1
a,l,14,0
a,l,15,0
a,l,16,1
a,l,17,1
a,l,18,0
a,l,19,-1
a,l,20,0
a,l,21,0
a,l,22,0
a,l,23,0
a,l,24,-1
a,l,25,-1
a,l,26,0
a,l,27,-1
a,l,28,1
a,l,29,0
a,l,30,0
a,l,31,1
a,l,32,0
a,l,33,0
a,l,34,-1
a,l,35,0
a,l,36,0
a,l,37,0
a,l,38,0
a,l,39,1
a,l,40,1
a,l,41,1
a,l,42,2
a,l,43,1
a,l,44,1
a,l,45,0
a,l,46,2
a,l,47,1
a,l,48,1
a,l,49,0
a,l,50,2
a,l,51,0
a,l,52,1
a,l,53,0
a,l,54,0
a,l,55,0
a,l,56,1
a,l,57,2
a,l,58,0
a,l,59,0
a,l,60,0
a,l,61,0
a,l,62,1
a,l,63,1
a,l,64,0
a,l,65,0
a,l,66,0
a,l,67,0
a,l,68,0
