evt, seg, ch, val
a,n,1,1
a,n,2,0
a,n,3,0
a,n,4,0
a,n,5,-2
a,n,6,-3
a,n,7,-4
a,n,8,-1
a,n,9,0
a,n,10,0
a,n,11,0
a,n,12,1
a,n,13,0
a,n,14,1
a,n,15,0
a,n,16,1
a,n,17,1
a,n,18,1
a,n,19,0
a,n,20,1
a,n,21,2
a,n,22,0
a,n,23,0
a,n,24,0
a,n,25,1
a,n,26,0
a,n,27,0
a,n,28,0
a,n,29,0
a,n,30,0
a,n,31,-1
a,n,32,0
a,n,33,0
a,n,34,1
a,n,35,0
a,n,36,0
a,n,37,1
a,n,38,1
a,n,39,0
a,n,40,1
a,n,41,0
a,n,42,0
a,n,43,1
a,n,44,1
a,n,45,1
a,n,46,2
a,n,47,1
a,n,48,0
a,n,49,1
a,n,50,0
a,n,51,0
a,n,52,0
a,n,53,1
a,n,54,0
a,n,55,0
a,n,56,0
a,n,57,0
a,n,58,0
a,n,59,0
a,n,60,2
a,n,61,2
a,n,62,2
a,n,63,1
a,n,64,1
a,n,65,0
a,n,66,1
a,n,67,0
a,n,68,-2
a,n,69,-1
a,n,70,-1
a,n,71,-1
a,n,72,-1
a,n,73,-1
a,n,74,-1
a,n,75,0
a,n,76,0
a,n,77,0
a,n,78,1
a,n,79,0
a,n,80,0
a,n,81,0
a,n,82,-1
a,n,83,-1
a,n,84,-1
a,n,85,0
a,n,86,0
a,n,87,1
a,n,88,1
a,n,89,0
a,n,90,0
a,n,91,1
a,n,92,0
a,n,93,0
a,n,94,0
a,n,95,0
a,n,96,-1
a,n,97,-1
a,n,98,0
a,n,99,0
a,n,100,0
a,n,101,1
a,n,102,0
a,n,103,0
a,n,104,2
a,n,105,2
a,n,106,1
a,n,107,1
a,n,108,2
a,n,109,2
a,n,110,1
a,n,111,1
a,n,112,1
a,n,113,0
a,n,114,0
a,n,115,0
a,n,116,0
a,n,117,1
a,n,118,2
a,n,119,2
a,n,120,3
a,n,121,2
a,n,122,1
a,n,123,2
a,n,124,1
a,n,125,1
a,n,126,1
a,n,127,0
a,n,128,0
a,n,129,0
a,n,130,0
a,n,131,0
a,n,132,1
a,n,133,1
a,n,134,1
a,n,135,1
a,n,136,4
a,n,137,10
a,n,138,26
a,n,139,42
a,n,140,63
a,n,141,88
a,n,142,117
a,n,143,149
a,n,144,182
a,n,145,219
a,n,146,258
a,n,147,303
a,n,148,350
a,n,149,396
a,n,150,443
a,n,151,496
a,n,152,546
a,n,153,599
a,n,154,649
a,n,155,695
a,n,156,734
a,n,157,769
a,n,158,792
a,n,159,813
a,n,160,830
a,n,161,845
a,n,162,855
a,n,163,862
a,n,164,868
a,n,165,872
a,n,166,876
a,n,167,879
a,n,168,883
a,n,169,884
a,n,170,886
a,n,171,889
a,n,172,890
a,n,173,890
a,n,174,891
a,n,175,893
a,n,176,895
a,n,177,895
a,n,178,896
a,n,179,897
a,n,180,897
a,n,181,896
a,n,182,897
a,n,183,896
a,n,184,896
a,n,185,896
a,n,186,896
a,n,187,895
a,n,188,896
a,n,189,895
a,n,190,896
a,n,191,895
a,n,192,895
a,n,193,895
a,n,194,896
a,n,195,896
a,n,196,894
a,n,197,895
a,n,198,895
a,n,199,895
a,n,200,894
a,n,201,895
a,n,202,896
a,n,203,896
a,n,204,895
a,n,205,895
a,n,206,896
a,n,207,895
a,n,208,897
a,n,209,897
a,n,210,896
a,n,211,896
a,n,212,896
a,n,213,895
a,n,214,895
a,n,215,895
a,n,216,897
a,n,217,898
a,n,218,898
a,n,219,899
a,n,220,898
a,n,221,899
a,n,222,898
a,n,223,898
a,n,224,896
a,n,225,894
a,n,226,895
a,n,227,895
a,n,228,893
a,n,229,894
a,n,230,895
a,n,231,893
a,n,232,893
a,n,233,893
a,n,234,892
a,n,235,892
a,n,236,893
a,n,237,893
a,n,238,892
a,n,239,891
a,n,240,891
a,n,241,893
a,n,242,894
a,n,243,892
a,n,244,892
a,n,245,892
a,n,246,891
a,n,247,892
a,n,248,892
a,n,249,890
a,n,250,888
a,n,251,890
a,n,252,888
a,n,253,888
a,n,254,890
a,n,255,890
a,n,256,890
a,n,257,890
a,n,258,889
a,n,259,888
a,n,260,889
a,n,261,889
a,n,262,889
a,n,263,889
a,n,264,888
a,n,265,889
a,n,266,889
a,n,267,888
a,n,268,888
a,n,269,888
a,n,270,889
a,n,271,889
a,n,272,890
a,n,273,888
a,n,274,888
a,n,275,890
a,n,276,888
a,n,277,887
a,n,278,888
a,n,279,886
a,n,280,886
a,n,281,885
a,n,282,885
a,n,283,887
a,n,284,888
a,n,285,888
a,n,286,887
a,n,287,-314
a,n,288,-314
a,n,289,-57
a,n,290,-57
a,n,291,-57
a,n,292,-57
a,n,293,-57
a,n,294,-57
a,n,295,-57
a,n,296,-57
a,n,297,-57
a,n,298,-57
a,n,299,-57
a,n,300,-57
a,l,1,0
a,l,2,0
a,l,3,1
a,l,4,0
a,l,5,0
a,l,6,-1
a,l,7,-1
a,l,8,0
a,l,9,0
a,l,10,0
a,l,11,0
a,l,12,-1
a,l,13,-2
a,l,14,-1
a,l,15,0
a,l,16,0
a,l,17,1
a,l,18,1
a,l,19,1
a,l,20,1
a,l,21,1
a,l,22,0
a,l,23,0
a,l,24,1
a,l,25,0
a,l,26,1
a,l,27,0
a,l,28,0
a,l,29,-1
a,l,30,-1
a,l,31,0
a,l,32,0
a,l,33,-1
a,l,34,-1
a,l,35,0
a,l,36,1
a,l,37,0
a,l,38,0
a,l,39,0
a,l,40,0
a,l,41,0
a,l,42,0
a,l,43,0
a,l,44,0
a,l,45,-1
a,l,46,-1
a,l,47,0
a,l,48,-1
a,l,49,-1
a,l,50,0
a,l,51,0
a,l,52,0
a,l,53,0
a,l,54,0
a,l,55,1
a,l,56,1
a,l,57,0
a,l,58,0
a,l,59,-1
a,l,60,-2
a,l,61,-3
a,l,62,-1
a,l,63,0
a,l,64,0
a,l,65,-1
a,l,66,0
a,l,67,0
a,l,68,-1
a,l,69,0
a,l,70,0
