evt, seg, ch, val
a,n,1,-1
a,n,2,0
a,n,3,1
a,n,4,0
a,n,5,0
a,n,6,0
a,n,7,1
a,n,8,0
a,n,9,0
a,n,10,0
a,n,11,0
a,n,12,0
a,n,13,0
a,n,14,-1
a,n,15,0
a,n,16,0
a,n,17,0
a,n,18,0
a,n,19,-2
a,n,20,0
a,n,21,0
a,n,22,0
a,n,23,0
a,n,24,0
a,n,25,0
a,n,26,0
a,n,27,0
a,n,28,0
a,n,29,0
a,n,30,-1
a,n,31,0
a,n,32,0
a,n,33,0
a,n,34,-2
a,n,35,0
a,n,36,0
a,n,37,0
a,n,38,0
a,n,39,0
a,n,40,0
a,n,41,-2
a,n,42,-1
a,n,43,0
a,n,44,0
a,n,45,1
a,n,46,0
a,n,47,-2
a,n,48,-1
a,n,49,-1
a,n,50,0
a,n,51,-1
a,n,52,-1
a,n,53,0
a,n,54,-1
a,n,55,-2
a,n,56,-1
a,n,57,0
a,n,58,-1
a,n,59,0
a,n,60,0
a,n,61,-1
a,n,62,-2
a,n,63,-2
a,n,64,-1
a,n,65,0
a,n,66,0
a,n,67,0
a,n,68,0
a,n,69,0
a,n,70,0
a,n,71,-1
a,n,72,0
a,n,73,0
a,n,74,-1
a,n,75,0
a,n,76,0
a,n,77,0
a,n,78,0
a,n,79,0
a,n,80,-1
a,n,81,0
a,n,82,0
a,n,83,0
a,n,84,0
a,n,85,1
a,n,86,1
a,n,87,0
a,n,88,-1
a,n,89,-1
a,n,90,0
a,n,91,0
a,n,92,0
a,n,93,0
a,n,94,0
a,n,95,0
a,n,96,0
a,n,97,0
a,n,98,0
a,n,99,0
a,n,100,-1
a,n,101,0
a,n,102,0
a,n,103,0
a,n,104,-2
a,n,105,0
a,n,106,0
a,n,107,0
a,n,108,1
a,n,109,1
a,n,110,0
a,n,111,1
a,n,112,1
a,n,113,1
a,n,114,1
a,n,115,0
a,n,116,0
a,n,117,0
a,n,118,0
a,n,119,0
a,n,120,0
a,n,121,0
a,n,122,0
a,n,123,-1
a,n,124,0
a,n,125,0
a,n,126,0
a,n,127,0
a,n,128,0
a,n,129,0
a,n,130,0
a,n,131,-1
a,n,132,0
a,n,133,0
a,n,134,0
a,n,135,1
a,n,136,2
a,n,137,7
a,n,138,17
a,n,139,32
a,n,140,51
a,n,141,72
a,n,142,96
a,n,143,122
a,n,144,149
a,n,145,180
a,n,146,210
a,n,147,241
a,n,148,273
a,n,149,307
a,n,150,340
a,n,151,376
a,n,152,416
a,n,153,465
a,n,154,520
a,n,155,579
a,n,156,635
a,n,157,684
a,n,158,726
a,n,159,762
a,n,160,790
a,n,161,813
a,n,162,828
a,n,163,841
a,n,164,850
a,n,165,859
a,n,166,866
a,n,167,869
a,n,168,874
a,n,169,879
a,n,170,881
a,n,171,883
a,n,172,885
a,n,173,887
a,n,174,890
a,n,175,890
a,n,176,890
a,n,177,893
a,n,178,892
a,n,179,892
a,n,180,894
a,n,181,893
a,n,182,895
a,n,183,894
a,n,184,893
a,n,185,893
a,n,186,893
a,n,187,894
a,n,188,895
a,n,189,895
a,n,190,896
a,n,191,895
a,n,192,896
a,n,193,897
a,n,194,896
a,n,195,894
a,n,196,894
a,n,197,894
a,n,198,893
a,n,199,894
a,n,200,894
a,n,201,894
a,n,202,894
a,n,203,894
a,n,204,895
a,n,205,896
a,n,206,894
a,n,207,894
a,n,208,892
a,n,209,894
a,n,210,893
a,n,211,893
a,n,212,894
a,n,213,895
a,n,214,896
a,n,215,896
a,n,216,895
a,n,217,895
a,n,218,896
a,n,219,893
a,n,220,892
a,n,221,893
a,n,222,893
a,n,223,893
a,n,224,894
a,n,225,893
a,n,226,894
a,n,227,894
a,n,228,894
a,n,229,894
a,n,230,894
a,n,231,892
a,n,232,891
a,n,233,891
a,n,234,892
a,n,235,893
a,n,236,893
a,n,237,892
a,n,238,893
a,n,239,892
a,n,240,892
a,n,241,891
a,n,242,891
a,n,243,892
a,n,244,892
a,n,245,891
a,n,246,892
a,n,247,891
a,n,248,890
a,n,249,891
a,n,250,892
a,n,251,891
a,n,252,891
a,n,253,891
a,n,254,889
a,n,255,887
a,n,256,887
a,n,257,888
a,n,258,888
a,n,259,888
a,n,260,888
a,n,261,888
a,n,262,887
a,n,263,888
a,n,264,887
a,n,265,887
a,n,266,887
a,n,267,887
a,n,268,886
a,n,269,888
a,n,270,888
a,n,271,889
a,n,272,888
a,n,273,888
a,n,274,886
a,n,275,886
a,n,276,885
a,n,277,886
a,n,278,886
a,n,279,884
a,n,280,885
a,n,281,885
a,n,282,884
a,n,283,884
a,n,284,886
a,n,285,885
a,n,286,885
a,n,287,-317
a,n,288,-317
a,n,289,-60
a,n,290,-60
a,n,291,-60
a,n,292,-60
a,n,293,-60
a,n,294,-60
a,n,295,-60
a,n,296,-60
a,n,297,-60
a,n,298,-60
a,n,299,-60
a,n,300,-60
a,l,1,0
a,l,2,-1
a,l,3,0
a,l,4,0
a,l,5,0
a,l,6,2
a,l,7,0
a,l,8,1
a,l,9,0
a,l,10,0
a,l,11,-1
a,l,12,1
a,l,13,0
a,l,14,0
a,l,15,0
a,l,16,0
a,l,17,-1
a,l,18,0
a,l,19,0
a,l,20,0
a,l,21,0
a,l,22,0
a,l,23,0
a,l,24,0
a,l,25,0
a,l,26,0
a,l,27,0
a,l,28,0
a,l,29,0
a,l,30,0
a,l,31,0
a,l,32,0
a,l,33,0
a,l,34,0
a,l,35,1
a,l,36,0
a,l,37,0
a,l,38,0
a,l,39,0
a,l,40,0
a,l,41,0
a,l,42,0
a,l,43,1
a,l,44,1
a,l,45,1
a,l,46,0
a,l,47,0
a,l,48,0
a,l,49,0
a,l,50,0
a,l,51,0
a,l,52,-1
a,l,53,0
a,l,54,0
a,l,55,0
a,l,56,0
a,l,57,0
a,l,58,1
a,l,59,1
a,l,60,2
a,l,61,2
a,l,62,2
a,l,63,1
a,l,64,0
a,l,65,0
a,l,66,0
a,l,67,0
a,l,68,1
a,l,69,0
a,l,70,0
